Segmento;Tráfico;Movimiento;TipoVuelo;Origen;Destino;Total;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
1;2;3;2;Guayaquil;Salinas;9;8;0;0;0;0;0;0;0;0;0;0;1
1;2;3;2;Salinas;Guayaquil;249;36;19;34;19;43;13;15;14;14;7;14;21
1;2;3;2;Salinas;Otros;45;8;0;11;1;1;0;3;4;0;0;10;7
1;2;3;2;Baltra;San Cristóbal;255;34;22;18;5;5;33;27;23;9;2;28;49
1;2;3;2;San Cristóbal;Baltra;272;33;31;20;0;14;26;43;10;14;17;16;48
1;2;3;2;Baltra;Isabela;3035;304;250;247;196;223;290;342;302;128;179;217;357
1;2;3;2;Isabela;Baltra;3751;461;311;321;263;215;347;416;473;170;195;200;379
1;2;3;2;San Cristóbal;Isabela;4170;410;337;378;362;257;239;440;392;243;260;383;469
1;2;3;2;Isabela;San Cristóbal;4651;537;416;501;321;358;283;382;374;293;310;403;473
1;2;3;2;San Cristóbal;Quito;6;6;0;0;0;0;0;0;0;0;0;0;0
1;2;3;2;Coca;Quito;1787;454;0;546;0;0;0;0;0;0;83;190;514
1;2;3;2;Quito;Coca;2062;528;0;702;0;0;0;0;0;0;95;180;557
1;2;3;2;Coca;Otros;235;173;6;1;7;1;5;21;2;2;8;1;8
1;2;3;2;Quito;Macas;91;0;9;0;16;0;23;0;0;0;0;18;25
1;2;3;2;Macas;Quito;99;0;16;0;18;0;16;0;7;0;1;18;23
1;2;3;2;Cuenca;Macas;8;4;0;0;0;0;0;0;0;0;3;0;1
1;2;3;2;Macas;Cuenca;43;0;0;0;0;9;0;0;0;5;13;6;10
1;2;3;2;Macas;Otros;3593;352;335;445;299;256;159;308;307;559;175;110;288
1;2;3;2;Tena;Otros;23;4;0;0;0;1;5;8;0;0;5;0;0
1;2;3;2;Quito;Lago Agrio;8804;2542;2949;1616;0;0;0;0;0;0;550;750;397
1;2;3;2;Lago Agrio;Quito;8279;2392;2863;1486;0;0;0;0;0;0;512;651;375
1;2;3;2;Lago Agrio;Coca;5;0;0;5;0;0;0;0;0;0;0;0;0
1;2;3;2;Lago Agrio;Otros;4;3;0;0;0;1;0;0;0;0;0;0;0
1;2;3;2;Pastaza;Montalvo;303;31;51;10;11;19;16;13;31;24;21;34;42
1;2;3;2;Pastaza;Taisha;36;6;2;4;2;2;2;3;0;3;4;6;2
1;2;3;2;Taisha;Pastaza;34;16;3;0;0;2;2;0;0;5;4;0;2
1;2;3;2;Macas;Taisha;266;32;14;9;22;19;25;27;25;14;32;22;25
1;2;3;2;Taisha;Macas;527;38;29;18;34;33;46;11;28;181;62;17;30
1;2;3;2;Taisha;Otros;3976;849;197;249;303;305;199;126;779;223;284;198;264
1;2;3;2;Pastaza;Sarayacu;75;6;10;6;10;7;4;5;4;3;5;15;0
1;2;3;2;Pastaza;Macas;115;8;1;0;0;0;0;4;0;92;4;6;0
1;2;3;2;Macas;Pastaza;23;6;0;0;0;0;0;1;0;3;8;4;1
1;2;3;2;Pastaza;Quito;6;0;0;6;0;0;0;0;0;0;0;0;0
1;2;3;2;Pastaza;Otros;7813;596;455;649;663;542;408;628;757;937;690;681;807
2;2;3;2;Quito;Guayaquil;2,699910714;0,035357143;0,143392857;0,020625;0,605982143;0,546071429;0,064821429;0,022589286;0,122767857;0,072678571;0,212142857;0,029464286;0,824017857
2;2;3;2;Guayaquil;Quito;0,325089286;0;0;0;0;0,325089286;0;0;0;0;0;0;0
2;2;3;2;Quito;Otros;0,014732143;0;0;0;0;0;0;0;0;0;0;0,009821429;0,004910714
2;2;3;2;Quito;Cuenca;0,296607143;0;0;0;0,196428571;0,045178571;0;0;0,022589286;0;0,022589286;0,004910714;0,004910714
2;2;3;2;Cuenca;Guayaquil;2,046785714;0,069732143;0,120803571;0,668839286;0,56375;0;0;0;0,222946429;0;0;0,044196429;0,356517857
2;2;3;2;Cuenca;Otros;0,490089286;0,133571429;0;0;0,133571429;0,222946429;0;0;0;0;0;0;0
2;2;3;2;Quito;Loja;0,908482143;0,003928571;0;0;0;0;0;0;0;0;0;0,904553571;0
2;2;3;2;Loja;Quito;0,174821429;0,018660714;0,011785714;0,000982143;0;0,112946429;0,002946429;0;0;0;0;0;0,0275
2;2;3;2;Quito;Esmeraldas;0,12375;0;0;0;0;0;0;0;0;0,078571429;0;0,045178571;0
2;2;3;2;Quito;Santa Rosa;1,057767857;0;0,402678571;0,336875;0,105089286;0;0,109017857;0;0,089375;0;0,004910714;0,004910714;0,004910714
2;2;3;2;Santa Rosa;Quito;1,408392857;0,344732143;0,559821429;0,311339286;0;0,177767857;0;0;0;0;0,014732143;0;0
2;2;3;2;Santa Rosa;Guayaquil;4,040535714;0,620714286;0,176785714;0,353571429;0,299553571;0,336875;0,567678571;0;0;0,063839286;0,133571429;0,554910714;0,933035714
2;2;3;2;Santa Rosa;Otros;1,307232143;0,177767857;0,196428571;0;0,176785714;0;0;0;0;0;0,133571429;0,221964286;0,400714286
2;2;3;2;Manta;Quito;0,117857143;0;0,117857143;0;0;0;0;0;0;0;0;0;0
2;2;3;2;Quito;Manta;0,072678571;0;0;0;0;0;0,045178571;0;0;0;0,022589286;0;0,004910714
2;2;3;2;Manta;Guayaquil;1,266964286;0,409553571;0;0;0,044196429;0,376160714;0;0,080535714;0,089375;0;0;0,133571429;0,133571429
2;2;3;2;Manta;Salinas;0,089375;0;0;0;0;0;0;0,089375;0;0;0;0;0
2;2;3;2;Quito;Salinas;0,055982143;0;0;0;0,033392857;0;0;0;0,022589286;0;0;0;0
2;2;3;2;San Cristóbal;Baltra;0,289732143;0;0,031428571;0;0;0;0,072678571;0,081517857;0;0,014732143;0,009821429;0,079553571;0
2;2;3;2;Baltra;Isabela;0,208214286;0;0;0;0,161071429;0,007857143;0;0,01375;0;0,025535714;0;0;0
2;2;3;2;Isabela;Baltra;0,39875;0,185625;0,008839286;0,054017857;0,087410714;0;0,031428571;0,031428571;0;0;0;0;0
2;2;3;2;San Cristóbal;Isabela;3,274464286;0,234732143;0,186607143;0;0,401696429;0,17875;1,410357143;0,255357143;0,037321429;0,094285714;0,161071429;0,285803571;0,028482143
2;2;3;2;Isabela;San Cristóbal;1,385803571;0,036339286;0,119821429;0,176785714;0;0;0,612857143;0,09625;0;0,100178571;0,098214286;0,010803571;0,134553571
2;2;3;2;San Cristóbal;Guayaquil;0,158125;0;0;0;0,158125;0;0;0;0;0;0;0;0
2;2;3;2;Coca;Otros;0,274017857;0;0;0;0,20625;0;0;0;0;0;0;0;0,067767857
2;2;3;2;Quito;Macas;0,567678571;0;0,201339286;0;0,090357143;0;0,139464286;0;0;0;0;0,009821429;0,126696429
2;2;3;2;Macas;Quito;0,111964286;0;0;0;0;0;0;0;0;0;0,098214286;0;0,01375
2;2;3;2;Cuenca;Macas;0,022589286;0,022589286;0;0;0;0;0;0;0;0;0;0;0
2;2;3;2;Macas;Cuenca;2,128303571;0,872142857;0;0,436071429;0,436071429;0;0;0;0;0,009821429;0,147321429;0,226875;0
2;2;3;2;Macas;Otros;298,7865179;31,78116071;47,32357143;59,66321429;46,92776786;17,53910714;7,995625;15,13285714;31,51107143;19,10366071;8,297142857;6,439910714;7,071428571
2;2;3;2;Lago Agrio;Otros;0,177767857;0;0;0;0;0,177767857;0;0;0;0;0;0;0
2;2;3;2;Pastaza;Montalvo;0,390892857;0;0;0,103125;0;0,131607143;0,089375;0,066785714;0;0;0;0;0
2;2;3;2;Pastaza;Taisha;0,879017857;0,519553571;0;0,143392857;0;0;0,019642857;0;0;0;0,196428571;0;0
2;2;3;2;Taisha;Pastaza;0,333928571;0,058928571;0,029464286;0;0;0;0;0;0;0;0,245535714;0;0
2;2;3;2;Macas;Taisha;43,08366071;2,906160714;1,804196429;6,978125;6,411428571;4,106339286;3,006339286;2,436696429;4,670089286;2,107678571;2,843303571;2,895357143;2,917946429
2;2;3;2;Taisha;Macas;30,91392857;3,630982143;3,335357143;5,729821429;5,466607143;3,173303571;0,175803571;0,996875;2,15875;0,953660714;2,531964286;1,202142857;1,558660714
2;2;3;2;Taisha;Otros;623,8964286;87,49026786;47,46303571;96,79116071;86,4325;91,83625;26,80857143;20,76642857;49,87223214;15,49526786;16,34482143;55,08446429;29,51142857
2;2;3;2;Pastaza;Sarayacu;0,420357143;0;0,196428571;0,166964286;0,026517857;0;0,030446429;0;0;0;0;0;0
2;2;3;2;Pastaza;Macas;0,029464286;0;0;0;0;0;0;0;0;0;0,029464286;0;0
2;2;3;2;Pastaza;Otros;31,22330357;4,167232143;2,666517857;5,869285714;4,342053571;3,212589286;2,979821429;2,449464286;0,775892857;1,231607143;0,766071429;0;2,762767857
2;1;1;1;Ámsterdam;Quito;1567,680714;134,4563393;165,3722321;128,4505357;98,08464286;146,36875;106,5094643;134,4229464;167,9307143;109,1573214;125,2202679;129,5858929;122,1216071
2;1;1;1;Atlanta;Quito;239,2519643;14,41294643;17,21696429;22,64919643;17,95160714;28,35839286;43,69258929;31,068125;14,93544643;10,22803571;10,79473214;19,41008929;8,533839286
2;1;1;1;Barranquilla;Quito;62,22758929;0;22,7975;0;5,323214286;0;0;0;17,49098214;0;16,61589286;0;0
2;1;1;1;Belo Horizonte (Brasil);Quito;11,185625;0;0;11,185625;0;0;0;0;0;0;0;0;0
2;1;1;1;Bogotá;Quito;4163,591339;441,7030357;503,4159821;380,4084821;318,7888393;337,1264286;802,6061607;282,5615179;222,6115179;274,7466071;194,9347321;177,4555357;227,2325
2;1;1;1;Bruselas;Quito;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;1;1;Buenos Aires;Quito;1450,834196;213,5640179;159,451875;124,3589286;126,9645536;170,4332143;205,5399107;152,735;104,1022321;83,54598214;76,18973214;29,40241071;4,546339286
2;1;1;1;Cali;Quito;47,49053571;0;47,49053571;0;0;0;0;0;0;0;0;0;0
2;1;1;1;Carácas;Quito;2,40625;0;0;0;0;2,40625;0;0;0;0;0;0;0
2;1;1;1;Chicago;Quito;438,79;50,59017857;78,27482143;33,57160714;28,40357143;52,18321429;20,87053571;28,89955357;25,85098214;29,23544643;17,65008929;45,01357143;28,24642857
2;1;1;1;Ciudad del Este (Paraguay);Quito;18,38866071;0;0;0;0;0;0,132589286;1,272857143;16,98321429;0;0;0;0
2;1;1;1;Columbus (Estados Unidos);Quito;0,075625;0,075625;0;0;0;0;0;0;0;0;0;0;0
2;1;1;1;Curitiba;Quito;1201,331607;26,12991071;24,54571429;14,51116071;38,005;20,99133929;16,02169643;17,13151786;77,82008929;85,724375;483,4686607;254,8307143;142,1514286
2;1;1;1;Doha (Qatar);Quito;151,655625;11,27107143;4,076875;57,67633929;14,24303571;4,376428571;5,313392857;21,51875;11,83580357;5,560892857;1,899464286;5,570714286;8,312857143
2;1;1;1;El Salvador;Quito;850,0790179;32,14553571;3,967857143;84,03214286;39,99973214;69,90892857;8,581964286;65,14258929;157,4532143;124,2361607;78,70205357;111,1049107;74,80392857
2;1;1;1;Florianopolis (Brasil);Quito;54,69946429;0;0;0;0;0,615803571;7,798214286;3,966875;3,758660714;7,308125;31,25178571;0;0
2;1;1;1;Guatemala (La Aurora);Quito;40,24526786;4,924464286;9,623035714;11,03732143;1,930892857;12,72955357;0;0;0;0;0;0;0
2;1;1;1;Houston;Quito;40,50651786;2,907142857;2,474017857;5,828035714;3,542589286;2,415089286;3,199821429;3,004375;2,454375;2,740178571;4,657321429;2,784375;4,499196429
2;1;1;1;Lima;Quito;1604,710446;9,654464286;18,37982143;21,91258929;141,9029464;149,6019643;132,8092857;164,8045536;210,5557143;170,9223214;184,1586607;230,1592857;169,8488393
2;1;1;1;Los Ángeles;Quito;34,18839286;0;0;0;0;18,69214286;0;15,36267857;0,015714286;0,117857143;0;0;0
2;1;1;1;Luxemburgo;Quito;263,3517857;38,66892857;60,04232143;9,2125;18,44464286;4,477589286;11,11883929;15,07491071;79,91991071;6,534196429;4,082767857;3,061339286;12,71383929
2;1;1;1;Madrid;Quito;2975,330089;180,2458036;267,14875;289,7645536;278,1546429;258,2554464;192,3330357;273,5984821;257,1161607;216,2786607;301,5149107;260,2629464;200,6566964
2;1;1;1;Manaos;Quito;94,4075;8,911964286;3,664375;18,64892857;0;4,835089286;9,075982143;5,463660714;29,25803571;5,601160714;3,968839286;4,978482143;0,000982143
2;1;1;1;Medellín;Quito;146,0505357;2,364017857;14,76160714;7,251160714;2,229464286;8,001517857;45,66080357;10,73875;4,078839286;28,249375;9,381428571;6,925089286;6,408482143
2;1;1;1;México;Quito;52,34625;2,8325;4,131875;8,134107143;12,84151786;10,79080357;13,61544643;0;0;0;0;0;0
2;1;1;1;Miami;Quito;17117,63036;1131,257679;1391,867321;1300,385625;1086,493571;1268,829375;995,3860714;1285,712411;1255,192321;1143,687679;1920,526339;2804,057143;1534,234821
2;1;1;1;New York;Quito;2,794196429;0,170892857;0,296607143;0,242589286;0,099196429;0,250446429;0,527410714;0,163035714;0,052053571;0,222946429;0;0,449821429;0,319196429
2;1;1;1;Orlando;Quito;3,774375;0;0;0;0;3,774375;0;0;0;0;0;0;0
2;1;1;1;Panamá;Quito;398,1017857;14,568125;25,06133929;28,79053571;39,455625;24,80696429;23,07839286;29,20401786;29,21089286;62,79232143;45,16776786;49,65026786;26,31553571
2;1;1;1;San José;Quito;41,03098214;0,108035714;0,297589286;0;0,049107143;0,020625;0,149285714;0,770982143;0,006875;1,111785714;0;0,042232143;38,47446429
2;1;1;1;Santa Lucía (México);Quito;1682,210357;74,51616071;107,0732143;88,88294643;111,6107143;122,6647321;104,7003571;150,6646429;161,5045536;184,4189286;177,9259821;178,0909821;220,1571429
2;1;1;1;Santiago;Quito;1567,756339;108,7291071;101,5732143;35,365;127,3829464;102,8892857;60,70133929;93,55205357;53,07303571;47,01910714;110,385;204,1344643;522,9517857
2;1;1;1;Santo Domingo (Rep. Dominicana);Quito;428,9047321;29,76776786;22,825;18,26294643;20,14276786;76,33705357;66,07366071;66,86526786;33,446875;44,75919643;0;50,42419643;0
2;1;1;1;Sao José dos Campos;Quito;1,991785714;0;0;0;0;0;0;0;0;0;0;0;1,991785714
2;1;1;1;Sao Paulo;Quito;4558,785;236,9832143;401,5392857;348,3513393;285,6385714;473,8259821;349,0378571;342,4692857;549,4549107;587,2291071;401,3232143;274,195625;308,7366071
2;1;1;1;Toronto;Quito;116,0991071;0;0;0;0;0;0;79,64;0;0;19,63991071;0;16,81919643
2;1;1;1;Viracopos;Quito;8843,593393;541,9336607;404,628125;599,995;743,8975893;1001,090357;944,7438393;763,9470536;808,5088393;864,0617857;1013,965268;825,7130357;331,1088393
2;1;2;1;Quito;Aguadilla;433,1073214;27,83982143;42,41482143;35,46714286;41,73026786;51,84535714;39,04410714;36,64178571;28,91723214;36,45517857;32,63660714;27,03839286;33,07660714
2;1;2;1;Quito;Ámsterdam;63918,60554;6074,806964;5649,506696;5636,361696;5175,223036;5611,061696;4787,576161;5302,88;6078,564643;5013,936518;5079,8;4947,727321;4561,160804
2;1;2;1;Quito;Atlanta;1693,461786;188,7079464;188,7364286;198,9958929;201,3186607;214,5225893;179,1153571;161,9789286;85,215625;60,039375;66,05107143;64,75857143;84,02133929
2;1;2;1;Quito;Bogotá;9926,554196;833,4002679;594,77;865,610625;871,9169643;793,0685714;839,8116964;924,1738393;805,4740179;935,7474107;739,3257143;889,1388393;834,11625
2;1;2;1;Quito;Bruselas;3841,921875;466,778125;458,2698214;493,7448214;429,7984821;468,9152679;472,3841964;514,8628571;457,5469643;0;31,64955357;0;47,97178571
2;1;2;1;Quito;Buenos Aires;32,26830357;0,039285714;0,238660714;0,004910714;2,070357143;2,238303571;2,217678571;5,587410714;4,710357143;6,652053571;2,75;2,429821429;3,329464286
2;1;2;1;Quito;Cancún;0,356517857;0,356517857;0;0;0;0;0;0;0;0;0;0;0
2;1;2;1;Quito;Doha (Qatar);5676,887857;456,135625;386,6932143;442,8914286;484,2249107;587,008125;470,6516964;509,155625;486,1597321;413,7158929;459,9591071;507,05875;473,23375
2;1;2;1;Quito;Dubái;2123,816161;164,126875;215,5391071;208,9204464;161,2099107;194,4033929;154,2661607;197,0276786;136,2752679;120,3390179;164,9705357;141,955;264,7827679
2;1;2;1;Quito;El Salvador;801,9805357;184,4326786;196,7988393;18,93669643;77,40366071;89,31116071;28,56660714;36,61330357;40,143125;30,32758929;35,29625;26,66419643;37,48642857
2;1;2;1;Quito;Fort Lauderdale;7,687232143;0;0;0;0;7,687232143;0;0;0;0;0;0;0
2;1;2;1;Quito;Houston;514,8982143;34,20410714;38,38705357;46,21669643;46,45633929;36,87848214;39,36919643;35,20589286;43,2025;43,608125;48,10044643;48,73196429;54,53741071
2;1;2;1;Quito;Liege (Bélgica);2891,790982;166,7452679;181,3379464;143,8014286;331,5930357;159,4754464;92,27723214;116,8111607;175,4755357;343,866875;476,72625;376,9434821;326,7373214
2;1;2;1;Quito;Lima;486,3944643;37,29982143;35,28446429;37,16133929;34,50955357;43,78883929;36,38544643;32,22508929;32,68669643;46,54964286;56,05973214;46,54964286;47,89419643
2;1;2;1;Quito;Los Ángeles;7409,810179;959,1734821;1169,764554;621,5235714;1190,114554;1023,987054;413,7247321;440,8092857;499,9283929;283,4140179;470,0133036;238,9789286;98,37830357
2;1;2;1;Quito;Madrid;4140,380357;336,7473214;338,1596429;373,4460714;362,0050893;354,1371429;330,4007143;343,5417857;243,0341964;195,4169643;485,3730357;357,3634821;420,7549107
2;1;2;1;Quito;Manaos;77,48616071;0;0;0;0;0;0;0;77,48616071;0;0;0;0
2;1;2;1;Quito;Medellín;109,7672321;1,2925;0,625625;0,569642857;1,848392857;53,93732143;2,005535714;0,26125;46,59383929;0,630535714;0,133571429;0,354553571;1,514464286
2;1;2;1;Quito;México;246,310625;65,48044643;34,88080357;37,97946429;34,24044643;42,27732143;31,45214286;0;0;0;0;0;0
2;1;2;1;Quito;Miami;121738,8042;10682,79339;9801,214107;9295,152232;12299,59598;11329,725;9028,111518;9566,449554;9419,227321;9555,835536;11072,24348;10966,2467;8722,209375
2;1;2;1;Quito;New York;307,3066071;27,44696429;40,349375;37,31848214;22,460625;19,86678571;28,91723214;18,78741071;17,24544643;24,23830357;28,07946429;25,62508929;16,97142857
2;1;2;1;Quito;Panamá;2631,4475;179,4296429;188,5125;192,1267857;223,1605357;232,3072321;172,7540179;163,9815179;255,4975893;215,9250893;256,719375;324,658125;226,3750893
2;1;2;1;Quito;Punta Cana (Rep. Dominicana);7,930803571;0;0;0;0;0;0;0;0;0;1,888660714;3,424732143;2,617410714
2;1;2;1;Quito;San José;144,546875;7,307142857;11,323125;7,561517857;12,98883929;16,50491071;4,634732143;6,685446429;11,86723214;22,38107143;7,952410714;13,83544643;21,505
2;1;2;1;Quito;Santa Lucía (México);64,88723214;3,565178571;50,21008929;9,19875;1,493839286;0,419375;0;0;0;0;0;0;0
2;1;2;1;Quito;Toronto;3341,509286;261,4022321;341,185625;378,3921429;194,865;254,0420536;201,5091964;208,8271429;271,3788393;253,8613393;335,0413393;301,3842857;339,6200893
2;1;1;1;Ámsterdam;Guayaquil;904,6272321;93,98321429;78,75116071;78,41133929;87,03848214;77,488125;51,21482143;76,29482143;67,271875;68,63508929;100,8817857;54,46080357;70,19571429
2;1;1;1;Bogotá;Guayaquil;817,6545536;58,50625;62,68723214;75,03669643;65,09839286;69,85883929;106,803125;41,28633929;44,39776786;55,43607143;64,51598214;92,26544643;81,76241071
2;1;1;1;Buenos Aires;Guayaquil;0,523482143;0;0;0;0;0;0;0;0;0;0;0,165;0,358482143
2;1;1;1;El Salvador;Guayaquil;49,25741071;2,537857143;4,213392857;3,458125;5,420446429;2,615446429;7,484910714;6,968303571;5,365446429;5,534375;2,298214286;2,695;0,665892857
2;1;1;1;Lima;Guayaquil;86,86464286;2,990625;6,099107143;12,3475;10,90276786;8,780357143;8,033928571;7,162767857;0,759196429;3,732142857;10,46571429;0;15,59053571
2;1;1;1;Madrid;Guayaquil;448,5966964;33,82598214;119,7291071;72,620625;29,253125;28,06964286;27,86339286;19,99741071;19,42482143;23,32;36,78125;27,56875;10,14258929
2;1;1;1;Medellín;Guayaquil;2,734285714;0;0;0;0;0;0;0;0;0;0;0;2,734285714
2;1;1;1;Miami;Guayaquil;9949,04625;588,9989286;677,2258036;675,0533036;564,7272321;1035,575357;779,0229464;723,48375;745,2008929;747,7132143;913,6472321;1294,620446;1203,777143
2;1;1;1;New York;Guayaquil;11,694375;0,414464286;0,466517857;1,177589286;7,965178571;0,88;0,018660714;0;0,092321429;0;0,292678571;0,386964286;0
2;1;1;1;Panamá;Guayaquil;1119,42875;194,2403571;36,88044643;129,8579464;113,4217857;149,579375;107,0751786;43,594375;52,32857143;98,72598214;31,28026786;41,91589286;120,5285714
2;1;1;1;San José;Guayaquil;0,6875;0;0;0;0;0;0;0;0;0;0;0;0,6875
2;1;1;1;Santiago;Guayaquil;54,45392857;5,139553571;3,751785714;3,828392857;7,784464286;3,593660714;6,420267857;6,845535714;0,067767857;0,428214286;0;0;16,59428571
2;1;1;1;Santo Domingo (Rep. Dominicana);Guayaquil;0,442946429;0;0;0;0;0;0;0;0;0,442946429;0;0;0
2;1;2;1;Guayaquil;Ámsterdam;1611,658125;207,4757143;86,906875;164,3125;90,5025;123,4376786;98,12982143;94,00383929;117,7422321;122,8267857;180,8488393;109,2457143;216,225625
2;1;2;1;Guayaquil;Bogotá;1150,040179;95,29535714;112,3286607;119,4894643;102,0760714;115,5019643;109,3105357;66,36928571;97,741875;62,55267857;84,57821429;86,28616071;98,50991071
2;1;2;1;Guayaquil;Buenos Aires;0,079553571;0;0;0;0;0;0;0;0;0;0;0,055;0,024553571
2;1;2;1;Guayaquil;El Salvador;250,0908929;22,36535714;20,58767857;19,380625;15,13973214;30,60160714;28,23267857;23,25026786;17,26017857;22,51366071;21,40285714;15,87535714;13,48089286
2;1;2;1;Guayaquil;Fort Lauderdale;1,815;0;0;0;0;0;0;0;1,815;0;0;0;0
2;1;2;1;Guayaquil;Lima;374,763125;27,58053571;28,29258929;28,00089286;28,20321429;29,26982143;36,79794643;25,54553571;38,20732143;37,50410714;36,28526786;15,50803571;43,56785714
2;1;2;1;Guayaquil;Los Ángeles;150,321875;0;0;0;50,66875;0;47,40017857;0;52,25294643;0;0;0;0
2;1;2;1;Guayaquil;Madrid;1937,58125;162,8284821;196,7241964;176,1119643;127,3986607;136,654375;121,0648214;186,3252679;113,8401786;58,72526786;245,4473214;189,1283036;223,3324107
2;1;2;1;Guayaquil;Miami;1324,165268;158,7074107;158,7535714;113,1870536;189,5604464;73,84142857;62,569375;78,11276786;76,34294643;59,58071429;81,96178571;103,7977679;167,75
2;1;2;1;Guayaquil;New York;430,9515179;51,68821429;39,661875;36,32946429;25,97276786;32,70732143;35,05366071;28,30142857;29,93178571;22,99392857;38,87223214;43,06401786;46,37482143
2;1;2;1;Guayaquil;Panamá;4597,481429;825,48125;309,3308036;400,0719643;410,8391964;385,873125;375,2532143;258,23875;304,7834821;350,28125;308,2897321;278,3726786;390,6659821
2;1;2;1;Guayaquil;San José;0,317232143;0;0;0;0;0;0;0;0;0;0;0;0,317232143
2;1;2;1;Guayaquil;Santiago;89,99669643;9,627946429;7,994642857;6,835714286;6,864196429;11,10508929;6,698214286;6,39375;2,549642857;6,555803571;10,86741071;4,481517857;10,02276786
2;1;2;1;Guayaquil;Santo Domingo (Rep. Dominicana);1,843482143;0;0;0,835803571;0;0;0;0;0;1,007678571;0;0;0
2;1;1;2;Barranquilla;Quito;147,6524107;0;0;0;0;0;0;6,42125;0;12,49875;0,059910714;84,48982143;44,18267857
2;1;1;2;Bogotá;Quito;2249,471518;12,62053571;25,07508929;144,0705357;132,3948214;142,4058036;216,2816071;252,3733929;188,2070536;176,7975;191,4019643;587,2124107;180,6308036
2;1;1;2;Buenos Aires;Quito;111,4869643;0;0;0,008839286;0;0;0;3,531785714;14,93053571;24,56044643;36,46991071;31,98544643;0
2;1;1;2;Cali;Quito;167,8099107;0;50,77482143;1,230625;0;3,135982143;25,35991071;20,43544643;19,60160714;27,77205357;1,630357143;17,86910714;0
2;1;1;2;Carácas;Quito;19,69196429;0;0;0;0;0;0;19,69196429;0;0;0;0;0
2;1;1;2;Curitiba;Quito;14,251875;0;0;0;0;0;0,541160714;0,000982143;0,014732143;0,133571429;0;0;13,56142857
2;1;1;2;El Salvador;Quito;32,168125;26,11223214;6,055892857;0;0;0;0;0;0;0;0;0;0
2;1;1;2;Florianopolis (Brasil);Quito;2,463214286;0;0;0;0;0;0;0;0;0;0;2,463214286;0
2;1;1;2;Guyana;Quito;25,14776786;0;12,17169643;0;0;0;0;12,97607143;0;0;0;0;0
2;1;1;2;Lima;Quito;441,8601786;112,2441964;101,9336607;127,2375893;0,521517857;0;0;1,000803571;0;4,943125;13,44553571;25,61526786;54,91848214
2;1;1;2;Los Ángeles;Quito;0,982142857;0;0;0;0;0,207232143;0;0;0;0;0,774910714;0;0
2;1;1;2;Manaos;Quito;65,70142857;0;10,34098214;9,292053571;3,179196429;0;4,626875;3,174285714;4,549285714;0;12,0175;12,19919643;6,322053571
2;1;1;2;Medellín;Quito;3,185089286;0;0;3,185089286;0;0;0;0;0;0;0;0;0
2;1;1;2;Miami;Quito;2017,564018;153,6552679;42,91571429;131,7161607;144,464375;105,6275;134,4494643;154,1492857;50,06375;88,02946429;305,5024107;189,9002679;517,0903571
2;1;1;2;Panamá;Quito;711,8748214;36,56223214;16,73473214;46,70580357;16,22598214;46,57125;38,69839286;57,87866071;95,76776786;92,35973214;98,74267857;58,88044643;106,7471429
2;1;1;2;San Andrés (Colombia);Quito;2,292321429;0;0;0;2,292321429;0;0;0;0;0;0;0;0
2;1;1;2;Santa Lucía (México);Quito;401,4165179;0,323125;21,65723214;18,10875;11,70517857;6,068660714;29,16669643;12,711875;25,99142857;77,31035714;86,05535714;46,87866071;65,43919643
2;1;1;2;Santiago;Quito;226,4507143;0;0;0;191,5679464;5,276071429;5,600178571;1,1825;0;3,603482143;0;0;19,22053571
2;1;1;2;Santo Domingo (Rep. Dominicana);Quito;350,6564286;4,225178571;33,859375;10,32821429;0;5,053125;38,68464286;33,75133929;55,01080357;102,5661607;26,83901786;16,67875;23,65982143
2;1;1;2;Sao José dos Campos;Quito;4,436339286;0;0;0;0;0;0;0;0;0;4,436339286;0;0
2;1;1;2;Sao Paulo;Quito;2,281517857;0;0;0;0;1,435892857;0;0;0,196428571;0;0,477321429;0;0,171875
2;1;1;2;Viracopos;Quito;109,8055357;0,395803571;0;14,50821429;47,03285714;0;0,917321429;0,106071429;2,527053571;3,924642857;0;16,5825;23,81107143
2;1;2;2;Quito;Almaty (Kazakhstan);75,72910714;0;75,72910714;0;0;0;0;0;0;0;0;0;0
2;1;2;2;Quito;Ámsterdam;5495,642232;212,1025893;1951,366607;298,0783929;276,9966964;383,0435714;247,5638393;128,3749107;480,6008036;353,1098214;304,3670536;413,93;446,1079464
2;1;2;2;Quito;Aruba;15,77026786;0;0;0;0;0;0;0;0;0;15,77026786;0;0
2;1;2;2;Quito;Bogotá;1149,778929;162,9041071;159,01875;87,19267857;67,97607143;73,03214286;84,26883929;55,93892857;72,54205357;55,144375;132,9241964;93,21616071;105,620625
2;1;2;2;Quito;Bruselas;6,875982143;0;0;0;0;0;0;0;0;0;6,875982143;0;0
2;1;2;2;Quito;Buenos Aires;507,0135714;0;0;0;0;0;0;0;0;0;0;507,0135714;0
2;1;2;2;Quito;Carácas;0,809285714;0;0,117857143;0,277946429;0,225892857;0,187589286;0;0;0;0;0;0;0
2;1;2;2;Quito;Curacao;380,1845536;0;0;0;0;0;0;0;20,13491071;30,10758929;233,3335714;96,60848214;0
